food_item_uid,food_item_name,restaurant_food_item_description,food_item_image_url,food_item_type,food_item_category,food_item_parent_category,old_price_s,old_price_m,old_price_l,actual_price_s,actual_price_m,actual_price_l,restaurant_food_item_speciality,restaurant_food_item_availability,isAddOns
67cd728a8d19793f7e64b189,Passionate Mango Mocktail,Premium mocktail of passion fruit and mango,https://res.cloudinary.com/dcvfniqsj/image/upload/v1739706550/Gourmet/g5jmdnkszee8oi1heihw.jpg,Vegetarian,Sparkling Water Base,Drinks,,118,168,,118,168,,True,True
67cd728f8d19793f7e64b191,Peach Lemon Ice Tea,Lemon Ice Tea with a hint of Peach Boba,https://res.cloudinary.com/dcvfniqsj/image/upload/v1739706550/Gourmet/ezobtmtxoji3x0hgpqcn.jpg,Vegetarian,Sparkling Water Base,Drinks,,118,168,,118,168,,True,True
67cd72948d19793f7e64b199,Peach Perfect,Juicy peaches and a touch of passion fruit,https://res.cloudinary.com/dcvfniqsj/image/upload/v1739706550/Gourmet/vlykdd6hmqasniylhgc9.jpg,Vegetarian,Refreshers,Drinks,,118,168,,118,168,,True,True
67cd72998d19793f7e64b1a1,Peach Sparkle,"Peach and lychee with a hint of lemon zest, offering a spark of luxury in every sip",https://res.cloudinary.com/dcvfniqsj/image/upload/v1739706550/Gourmet/ahsmrklqsqbqwviotajr.jpg,Vegetarian,Sparkling Water Base,Drinks,,118,168,,118,168,,True,True
67cd729e8d19793f7e64b1a9,Peachy Summer Milk Base,A delightful mix of ripe peaches and sweet strawberries,https://res.cloudinary.com/dcvfniqsj/image/upload/v1739706551/Gourmet/fquz06hg256zcijvhj9c.jpg,Vegetarian,Milk Base,Drinks,,118,168,,118,168,,True,True
67cd72a38d19793f7e64b1b1,Pineapple Blossom Milk Base,"Creamy, milk-based boba drink that captures the refreshing essence of ripe pineapples",https://res.cloudinary.com/dcvfniqsj/image/upload/v1739706551/Gourmet/yu2drfyiz9fsyz6ttaie.jpg,Vegetarian,Milk Base,Drinks,,108,148,,108,148,,True,True
67cd72a88d19793f7e64b1b9,Pink Lady Milk Base,A vibrant boba drink that blends ripe strawberries with the tropical essence of pineapples,https://res.cloudinary.com/dcvfniqsj/image/upload/v1739706544/Gourmet/xjylfvsk1yke8rybpers.jpg,Vegetarian,Milk Base,Drinks,,148,218,,148,218,,True,True
67cd72ad8d19793f7e64b1c1,Pungnyaj,Korean wobbly kitty-shaped milk pudding with vanilla-strawberry sauce,https://res.cloudinary.com/dcvfniqsj/image/upload/v1739706556/Gourmet/bbwoqy7jihwtfptkvjfl.png,Vegetarian,Desserts,Food,,,118,,,118,,True,False
67cd72b78d19793f7e64b1cf,Strawberry MockTail,Classic sweetness of ripe strawberries in our Elixir Euphoria,https://res.cloudinary.com/dcvfniqsj/image/upload/v1739706557/Gourmet/kn5iwta3g7wg2tzhtue9.png,Vegetarian,Sparkling Water Base,Drinks,,88,128,,88,128,,True,True
67cd72bc8d19793f7e64b1d7,Strawberry Milk Base,Sweet and creamy treat that brings the refreshing taste of ripe strawberries,https://res.cloudinary.com/dcvfniqsj/image/upload/v1739706557/Gourmet/kn5iwta3g7wg2tzhtue9.png,Vegetarian,Milk Base,Drinks,,108,148,,108,148,,True,True
67cd72c18d19793f7e64b1df,Tangy Tropical,"Blend of zesty orange, exotic lychee, and a hint of lemon",https://res.cloudinary.com/dcvfniqsj/image/upload/v1739706544/Gourmet/nxtyfk5ul2sn35cqkthn.jpg,Vegetarian,Refreshers,Drinks,,108,148,,108,148,,True,True
67cd72c68d19793f7e64b1e7,Taro Milk Tea,Boba drink that blends taro’s soothing notes with creamy milk for a delightful treat,https://res.cloudinary.com/dcvfniqsj/image/upload/v1739706545/Gourmet/ry8dy5ze4k8mgyezycfn.jpg,Vegetarian,Milk Base,Drinks,,138,198,,138,198,,True,True
67cd72cb8d19793f7e64b1ef,The Sunrise,"Tropical flavor featuring pineapple, orange, and strawberry, with a zesty lime twist",https://res.cloudinary.com/dcvfniqsj/image/upload/v1739706552/Gourmet/kgrgi9nh75qqiqsxpjgk.jpg,Vegetarian,Refreshers,Drinks,,138,198,,138,198,,True,True
67cd72d08d19793f7e64b1f7,Tiger Milk Tea,Boba drink that combines the richness of brown sugar with tantalizing tapioca syrup,https://res.cloudinary.com/dcvfniqsj/image/upload/v1739706545/Gourmet/tmfadt2mmkbsgmjtilgf.jpg,Vegetarian,Milk Base,Drinks,,138,198,,138,198,,True,True
67cd72d58d19793f7e64b1ff,Vanilla Latte,Smooth espresso meets the sweet embrace of vanilla for a delightful treat,https://res.cloudinary.com/dcvfniqsj/image/upload/v1739706553/Gourmet/gah3c4q3h5sdcmrsrabc.jpg,Vegetarian,Hot Beverages,Drinks,,,128,,,128,,True,True
67cd72da8d19793f7e64b206,Vegan Dan Dan Noodles,Spicy nutty noodles served with vegan meat paste,https://res.cloudinary.com/dcvfniqsj/image/upload/v1739706558/Gourmet/s9bcffp3wrk4cebgmmkr.png,Vegetarian,Rice And Noodles,Food,,,158,,,158,,True,False
67cd72df8d19793f7e64b20d,Vegan Sushi / Kimbap,"Fresh seasoned Rice filled with carrots, cucumber & house sauce",https://res.cloudinary.com/dcvfniqsj/image/upload/v1739706559/Gourmet/ec7nlx8kekmdlxe9v4ld.png,Vegetarian,Rice And Noodles,Food,,,158,,,158,,False,False
67cd72e58d19793f7e64b214,Yaki Soba,Japanese soba noodle stir-fried dish with vegetables & sweet sauce,https://res.cloudinary.com/dcvfniqsj/image/upload/v1739706559/Gourmet/gcaxjonyi4moplmlrpsw.png,Vegetarian,Rice And Noodles,Food,,,158,,,158,,True,False
67ce9d3962a0f21ff4dc698d,Mango daifuku/stuffed mochi,Sweet rice cake filled with creamy fruity flavoring,https://i.pinimg.com/736x/ee/ce/37/eece37b15fee52d2b26c3cf67147eb6a.jpg,Vegetarian,Desserts,Food,,,58,,,58,,True,False
67ce9d6d62a0f21ff4dc6a64,Blueberry daifuku/stuffed mochi,Sweet rice cake filled with creamy fruity flavoring,https://i.pinimg.com/736x/32/3f/0c/323f0ca31b826937c94234a72a87865c.jpg,Vegetarian,Desserts,Food,,,58,,,58,,True,False
67cead5e62a0f21ff4dc7657,Mineral water 500ml,RO processed. UV TREATED. OZONISED,https://i.ibb.co/chQNrkHM/Whats-App-Image-2025-03-10-at-14-34-53-dcfac4b5.jpg,Vegetarian,Mineral water,Drinks,,20,,,12,,,True,False
67d19a08eac45e718f746648,Shoyu Ramen ,Classic soy sauce-based noodle with soothing broth,https://veggiesociety.com/wp-content/uploads/2024/03/vegan-ramen.jpeg,Vegetarian,Ramen,Food,,,178,,,178,Chef Special,True,False
67d19a81eac45e718f746930,Korean Spicy Ramen,Noodles with spicy broth spiked with Gochujang and hot chili oil,https://fullofplants.com/wp-content/uploads/2021/09/smoky-spicy-vegan-ramen-with-homemade-broth-and-smoked-paprika-chili-oil-noodle-soup-6.jpg,Vegetarian,Ramen,Food,,,184,,,184,,True,False
